"filename", "language", "TypeScript", "JSON", "YAML", "Handlebars", "Markdown", "SCSS", "JavaScript", "CSS", "HTML", "XML", "comment", "blank", "total"
"c:\Users\mgall\Documents\Projects\ivex\client\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\Users\mgall\Documents\Projects\ivex\client\src\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\mgall\Documents\Projects\ivex\client\src\main.scss", "SCSS", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 2, 44
"c:\Users\mgall\Documents\Projects\ivex\client\src\scripts\annotator.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 1, 49
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\ErrorAlert\ErrorAlert.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 7, 34
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\ErrorAlert\_errorAlert.util.scss", "SCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 1, 10
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\InfoAlert\InfoAlert.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 4, 44
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\InfoAlert\_successAlert.util.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\SuccessAlert\SuccessAlert.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 7, 34
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Alerts\SuccessAlert\_successAlert.util.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Button\Button.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Button\Radio.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Button\SearchButton.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Button\_button.util.scss", "SCSS", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 3, 18, 115
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Footer\Footer.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 7, 65
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Footer\_footer.util.scss", "SCSS", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Heading\Heading.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Heading\_heading.util.scss", "SCSS", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Navbars\Navbar.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 5, 149
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Navbars\_navbar.util.scss", "SCSS", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 10, 54
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\PriceCard\PriceCard.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 8, 47
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\PriceCard\_priceCard.util.scss", "SCSS", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ProfileCard\ProfileCard.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ProfileCard\_profileCard.util.scss", "SCSS", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ScriptCard\_scriptcard.util.scss", "SCSS", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ScriptCard\scriptcard.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 6, 60
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ScriptsCarousel\ScriptsCarousel.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 1, 7, 127
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\ScriptsCarousel\_scriptsCarousel.util.scss", "SCSS", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 7, 11, 64
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Searchbar\Searchbar.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Searchbar\_searchbar.util.scss", "SCSS", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Spinner\Spinner.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\SubscriptionCard\SubscriptionCard.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\SubscriptionCard\_subscriptionCard.util.scss", "SCSS", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 22
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Tags\Tag.util.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\Tags\_tag.util.scss", "SCSS", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\mgall\Documents\Projects\ivex\client\src\utils\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\mgall\Documents\Projects\ivex\readme.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\mgall\Documents\Projects\ivex\server\.prettierrc.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\mgall\Documents\Projects\ivex\server\package.json", "JSON", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"c:\Users\mgall\Documents\Projects\ivex\server\src\app.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 36
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Admin.controller.ts", "TypeScript", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 137
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Analytics.controller.ts", "TypeScript", 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 380
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Auth.controller.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 103
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Highlights.controller.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 174
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Publisher.controller.ts", "TypeScript", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 236
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\Script.controller.ts", "TypeScript", 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37, 366
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\User.controller.ts", "TypeScript", 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36, 368
"c:\Users\mgall\Documents\Projects\ivex\server\src\controllers\index.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\connection.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 41
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\admin.model.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\category.model.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\highlights.model.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 34
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\index.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\publisher.model.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\publisher_analytics.model.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\script.model.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 36
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\user.model.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 108
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\user_analytics.model.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 2, 74
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\models\user_script.model.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seedDb.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\admin.seeder.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\category.seeder.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 31
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\publisher.seeder.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\publisher_analytics.seeder.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 49
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\script.seeder.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 93
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\user_analytics_seeder.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 2, 136
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\seeders\users.seeder.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"c:\Users\mgall\Documents\Projects\ivex\server\src\database\syncDb.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\config.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 28
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\layouts\admin-password.handlebars", "Handlebars", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\layouts\forgot-password.handlebars", "Handlebars", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\layouts\publisher-password.handlebars", "Handlebars", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\layouts\registrantion-confirm.handlebars", "Handlebars", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\layouts\script-change-request.handlebars", "Handlebars", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\mgall\Documents\Projects\ivex\server\src\emails\templates\main.handlebars", "Handlebars", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\mgall\Documents\Projects\ivex\server\src\helpers\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\mgall\Documents\Projects\ivex\server\src\helpers\publisher-pay.helper.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\mgall\Documents\Projects\ivex\server\src\helpers\response.helper.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\mgall\Documents\Projects\ivex\server\src\helpers\trimester.helper.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 16
"c:\Users\mgall\Documents\Projects\ivex\server\src\middlewares\Auth.middleware.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 136
"c:\Users\mgall\Documents\Projects\ivex\server\src\middlewares\UserProfile.middleware.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\mgall\Documents\Projects\ivex\server\src\middlewares\index.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\Analytics.router.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 60
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\Login.router.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\Publisher.router.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 76
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\User.router.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 101
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\admin.router.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 39
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\highlight.router.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 48
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\router.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\mgall\Documents\Projects\ivex\server\src\routes\scripts.router.ts", "TypeScript", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 138
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Highlights\Highlight.test.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 190
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Highlights\Page.test.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 147
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Publisher\createGetPublisher.test.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Publisher\deletePublisher.test.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 48
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Publisher\editPublisher.test.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 103
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Scripts\createScript.test.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 7, 86
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\Scripts\getScript.test.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 10, 91
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\User\createUser.test.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 158
"c:\Users\mgall\Documents\Projects\ivex\server\src\tests\User\getUser.test.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 69
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Admin\Admin.validator.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Analytics\Analytics.validator.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Auth\auth.validator.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Highlights\highlights.validator.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 98
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Publisher\Publisher.validator.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 90
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\Script\script.validator.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 131
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\User\User.validator.ts", "TypeScript", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 206
"c:\Users\mgall\Documents\Projects\ivex\server\src\validators\index.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\mgall\Documents\Projects\ivex\server\tsconfig.json", "JSON", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"Total", "-", 4271, 218, 25, 32, 46, 1686, 14310, 369, 36, 146, 2451, 3118, 26708